Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 10:23:44 PM,112002161,11,16,66.0,202.0,6.0,6.0,6.0,0.0,32.0,6.0,12.624999999999998,7.18215380880508,2.3928109744239667,0.24106677727405634,4307775.423076924,5780604.3160465285,20976953.0,265.0,109003405.0,10900340.5,6469792.288889776,20996937.0,2021853.0,110026838.0,7335122.533333334,6815219.69683814,20976953.0,1608.0,0,1,0,0,220,320,0.0982123907412822,0.14285438653277413,6.0,32.0,10.14285714285714,6.3695705170308425,40.57142857142856,0,0,0,1,1,0,0,0,1.0,10.518518518518519,6.0,12.625,0,0,0,0,0,0,11,66,16,202,-1,253,11,0,1561309.7777777778,1654774.6353915369,3571533.0,353.0,10641097.333333334,5695753.629486005,20976953.0,6000797.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 10:23:46 PM,119937052,11,14,76.0,170.0,16.0,6.0,6.909090909090909,3.015113445777636,32.0,6.0,12.142857142857144,7.583962257058213,2.0510759260616145,0.2084426754127657,4997377.166666667,6964241.612355082,20866668.0,1312.0,100001036.0,10000103.6,6637125.814625538,20871636.0,3000167.0,119937052.0,9225927.076923078,7678334.55626232,20866668.0,208896.0,0,1,0,0,220,280,0.09171477718161693,0.1167278982311488,6.0,32.0,9.692307692307693,6.3923030639620375,40.861538461538466,0,0,0,1,1,0,0,0,1.0,10.08,6.909090909090909,12.142857142857142,0,0,0,0,0,0,11,76,14,170,-1,254,11,0,3045761.4285714286,5188571.143690777,13987172.0,1339.0,14088103.142857146,6690053.1527196765,20866668.0,6066637.0,NORMAL
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 10:23:57 PM,108120027,14,15,94.0,166.0,16.0,6.0,6.7142857142857135,2.672612419124244,32.0,6.0,11.066666666666665,7.51633142531901,2.4047348785808205,0.2682204287647838,3861429.5357142864,6309792.02414151,20884112.0,332.0,108116114.0,8316624.153846155,7693318.062625545,21000874.0,6368.0,108120027.0,7722859.071428573,7829034.784970017,20884112.0,4567.0,0,1,0,0,280,300,0.12948572423127494,0.13873470453350886,6.0,32.0,8.866666666666664,5.958091185498309,35.49885057471265,0,0,0,1,1,0,0,0,1.0,9.172413793103447,6.7142857142857135,11.066666666666665,0,0,0,0,0,0,14,94,15,166,-1,253,14,0,1830054.5,1977591.8364177172,4111797.0,896.0,11684518.625,7220678.568605683,20884112.0,5998179.0,NORMAL
192.168.1.13-192.168.1.20-2404-49729-6,192.168.1.20,49729,192.168.1.13,2404,6,28/04/2020 10:24:01 PM,107030660,9,13,54.0,118.0,6.0,6.0,6.0,0.0,16.0,6.0,9.076923076923077,4.803844614152615,1.6070161578000173,0.20554857832325804,5096698.095238095,7305559.464659938,20026520.0,563.0,103030935.0,12878866.875,7985699.476112452,21000460.0,2969155.0,107029422.0,8919118.5,8426993.624287399,20026520.0,4204.0,0,1,0,0,180,260,0.08408805476860556,0.12146052355465248,6.0,16.0,7.739130434782611,3.8755338788158977,15.019762845849801,0,0,0,1,1,0,0,0,1.0,8.090909090909092,6.0,9.076923076923077,0,0,0,0,0,0,9,54,13,118,-1,253,9,0,1712406.0,2131884.741596662,3999725.0,563.0,13577511.428571427,6930821.014212263,20026520.0,5999057.0,NORMAL
192.168.1.20-192.168.1.25-49725-2404-6,192.168.1.20,49725,192.168.1.25,2404,6,28/04/2020 10:24:07 PM,108132215,12,12,72.0,112.0,6.0,6.0,6.0,0.0,16.0,6.0,9.333333333333334,4.92365963917331,1.7016205577588508,0.2219505075337632,4701400.652173913,6853862.848443009,20876898.0,351.0,108129757.0,9829977.909090908,7572535.848165124,20998272.0,123850.0,108132215.0,9830201.363636363,7587613.470309835,20876898.0,220040.0,0,1,0,0,240,240,0.11097525376688157,0.11097525376688157,6.0,16.0,7.6,3.7416573867739418,14.000000000000002,0,0,0,1,1,0,0,0,1.0,7.916666666666668,6.0,9.333333333333334,0,0,0,0,0,0,12,72,12,112,-1,253,12,0,1437059.125,2224938.591080497,6001325.0,393.0,12079351.75,7040675.205369455,20876898.0,6008779.0,NORMAL
192.168.1.20-192.168.1.21-49723-2404-6,192.168.1.20,49723,192.168.1.21,2404,6,28/04/2020 10:25:18 PM,106948469,11,13,66.0,138.0,6.0,6.0,6.0,0.0,16.0,6.0,10.615384615384617,5.1887452166277095,1.9074606855755925,0.22440713947948146,4649933.434782608,6473024.008418242,20098373.0,437.0,104101416.0,10410141.6,7314560.138147918,20102449.0,892880.0,106947674.0,8912306.166666666,7315519.138045748,20098373.0,204086.0,0,1,0,0,220,260,0.102853272261429,0.12155386721805245,6.0,16.0,8.799999999999997,4.582575694955841,21.000000000000004,0,0,0,1,1,0,0,0,1.0,9.166666666666666,6.0,10.615384615384617,0,0,0,0,0,0,11,66,13,138,-1,253,11,0,1627066.75,1816853.2712571837,4000208.0,466.0,11741392.5,6335127.659328308,20098373.0,6009296.0,NORMAL
192.168.1.20-192.168.1.24-49724-2404-6,192.168.1.20,49724,192.168.1.24,2404,6,28/04/2020 10:25:20 PM,104941197,9,11,54.0,106.0,6.0,6.0,6.0,0.0,16.0,6.0,9.636363636363637,5.04524979109513,1.5246633788634982,0.19058292235793728,5523220.894736842,7173601.742739176,20944437.0,332.0,97940726.0,12242590.75,8095143.675483605,20945539.0,71836.0,104939963.0,10493996.3,7229347.012117224,20944437.0,198719.0,0,1,0,0,180,220,0.08576231506107176,0.1048206072968655,6.0,16.0,7.904761904761907,4.0237390808147815,16.19047619047619,0,0,0,1,1,0,0,0,1.0,8.3,6.0,9.636363636363637,0,0,0,0,0,0,9,54,11,106,-1,253,9,0,1204742.4285714286,1532760.6713003018,3133367.0,332.0,12063345.750000002,6747410.752922483,20944437.0,5995042.0,NORMAL
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 10:25:44 PM,118928052,10,14,60.0,134.0,6.0,6.0,6.0,0.0,16.0,6.0,9.571428571428571,4.972451580988468,1.6312383557749688,0.201802683188656,5170784.869565218,7457219.488374326,20973624.0,311.0,89000648.0,9888960.888888888,8536276.095716935,21002400.0,1024067.0,118928052.0,9148311.692307692,8301846.209241094,20973624.0,311.0,0,1,0,0,200,280,0.08408445132860665,0.1177182318600493,6.0,16.0,8.000000000000002,4.0824829046386295,16.66666666666666,0,0,0,1,1,0,0,0,1.0,8.333333333333334,6.0,9.571428571428571,0,0,0,0,0,0,10,60,14,134,-1,253,10,0,1331727.25,1854304.1875762416,4009308.0,311.0,13534279.249999998,7092423.393903903,20973624.0,5999265.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 10:25:47 PM,108174409,12,13,72.0,138.0,6.0,6.0,6.0,0.0,16.0,6.0,10.615384615384617,5.1887452166277095,1.9413094274450808,0.23110826517203345,4507267.041666666,6267567.395995983,20840064.0,468.0,108169387.0,9833580.636363637,7230827.829745667,20850613.0,2080077.0,108174409.0,9014534.083333334,7056461.571839637,20840064.0,208694.0,0,1,0,0,240,260,0.11093196728257604,0.12017629788945737,6.0,16.0,8.30769230769231,4.296689244236597,18.46153846153846,0,0,0,1,1,0,0,0,1.0,8.64,6.0,10.615384615384617,0,0,0,0,0,0,12,72,13,138,-1,253,12,0,1932610.25,2638278.6818868825,7580167.0,1324.0,11588729.875,6345244.299274861,20840064.0,6022345.0,NORMAL
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 10:26:06 PM,119360494,12,15,72.0,160.0,6.0,6.0,6.0,0.0,16.0,6.0,10.666666666666666,5.1639777949432215,1.9436916874690549,0.2262054981106228,4590788.230769231,6558675.822763308,20878906.0,446.0,109999947.0,9999995.181818184,7584372.152728302,20999618.0,2116071.0,119360494.0,8525749.57142857,7573966.005317882,20878906.0,212540.0,0,1,0,0,240,300,0.10053577693805456,0.1256697211725682,6.0,16.0,8.500000000000004,4.409585518440983,19.444444444444443,0,0,0,1,1,0,0,0,1.0,8.814814814814815,6.0,10.666666666666666,0,0,0,0,0,0,12,72,15,160,-1,253,12,0,1514429.5555555557,1810195.61050851,3759375.0,446.0,11747847.555555554,6590145.50702625,20878906.0,6003530.0,NORMAL
192.168.1.20-192.168.1.25-49725-2404-6,192.168.1.20,49725,192.168.1.25,2404,6,28/04/2020 10:26:16 PM,119829101,10,12,60.0,122.0,6.0,6.0,6.0,0.0,16.0,6.0,10.166666666666668,5.149286505444373,1.5188297206702737,0.1835948013997034,5706147.666666666,7714757.511286045,20871250.0,422.0,99999203.0,11111022.555555554,7697132.70522209,20999596.0,2120106.0,119829101.0,10893554.63636364,8175678.51153914,20871250.0,203755.0,0,1,0,0,200,240,0.08345218245441062,0.10014261894529276,6.0,16.0,8.173913043478262,4.217411678366498,17.786561264822133,0,0,0,1,1,0,0,0,1.0,8.545454545454545,6.0,10.166666666666666,0,0,0,0,0,0,10,60,12,122,-1,253,10,0,1386222.25,2030728.1598183832,5127556.0,511.0,13592415.375,7269196.003568168,20871250.0,6002728.0,NORMAL
192.168.1.13-192.168.1.20-2404-49729-6,192.168.1.20,49729,192.168.1.13,2404,6,28/04/2020 10:26:07 PM,111628369,11,14,66.0,154.0,6.0,6.0,6.0,0.0,16.0,6.0,11.0,5.1887452166277095,1.9708251761700468,0.22395740638295986,4651182.041666667,6536131.735292663,20025152.0,475.0,109004523.0,10900452.3,7622602.467716566,20999561.0,971257.0,111628369.0,8586797.615384614,7307518.358856497,20025152.0,214862.0,0,1,0,0,220,280,0.09854125880850234,0.12541614757445751,6.0,16.0,9.076923076923077,4.706787243316416,22.153846153846146,0,0,0,1,1,0,0,0,1.0,9.44,6.0,11.0,0,0,0,0,0,0,11,66,14,154,-1,253,11,0,1639662.875,1830605.8403985463,3988399.0,495.0,12313379.375,6101414.478484124,20025152.0,6000116.0,NORMAL
192.168.1.20-192.168.1.24-49724-2404-6,192.168.1.20,49724,192.168.1.24,2404,6,28/04/2020 10:27:25 PM,112130281,14,17,94.0,208.0,16.0,6.0,6.7142857142857135,2.672612419124244,32.0,6.0,12.235294117647056,7.137308769458432,2.6932956673853337,0.2764641247978323,3737676.0333333323,5757515.252702304,20933077.0,338.0,111067593.0,8543661.000000002,6517745.718186772,20934629.0,2067477.0,110238367.0,6889897.937500003,7018115.433163545,20933077.0,201392.0,0,1,0,0,280,340,0.1248547660377307,0.15160935876010154,6.0,32.0,9.9375,6.169317942120324,38.060483870967744,0,0,0,1,1,0,0,0,1.0,10.258064516129034,6.7142857142857135,12.235294117647056,0,0,0,0,0,0,14,94,17,208,-1,253,14,0,1884036.0,2976708.0495502073,7999236.0,349.0,11848616.285714285,7219718.415342428,20933077.0,5009305.0,NORMAL
192.168.1.20-192.168.1.21-49723-2404-6,192.168.1.20,49723,192.168.1.21,2404,6,28/04/2020 10:27:25 PM,119344623,15,18,100.0,214.0,16.0,6.0,6.666666666666668,2.5819888974716108,32.0,6.0,11.888888888888886,7.078458530174397,2.6310360040267593,0.2765101532894365,3729519.46875,5179579.16136129,20103787.0,322.0,117890605.0,8420757.5,5567841.051099951,20104909.0,1890422.0,119344623.0,7020271.94117647,6240902.080632648,20103787.0,207214.0,0,1,0,0,300,360,0.1256864333133802,0.15082371997605626,6.0,32.0,9.705882352941178,6.052945247361647,36.638146167557935,0,0,0,1,1,0,0,0,1.0,10.0,6.666666666666668,11.888888888888891,0,0,0,0,0,0,15,100,18,214,-1,253,15,0,1728014.8181818184,1686300.9030537116,3853555.0,366.0,9121467.09090909,5634620.108899489,20103787.0,5147584.0,NORMAL
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 10:27:46 PM,119002352,13,17,88.0,198.0,16.0,6.0,6.769230769230768,2.773500981126145,32.0,6.0,11.647058823529413,7.219255298077742,2.4033138437465507,0.2520958577356521,4103529.379310345,6319398.55434669,20976880.0,231.0,113004650.0,9417054.166666668,7732270.530749213,20998289.0,231.0,116350554.0,7271909.625,7583694.430218989,20976880.0,28392.0,0,1,0,0,260,340,0.10924153835211592,0.1428543193835362,6.0,32.0,9.419354838709676,6.0924772933423785,37.118279569892465,0,0,0,1,1,0,0,0,1.0,9.733333333333333,6.769230769230768,11.647058823529413,0,0,0,0,0,0,13,88,17,198,-1,253,13,0,1654359.875,1798040.286445729,4057655.0,312.0,11433542.888888888,7031111.516071951,20976880.0,5922695.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 10:27:56 PM,119936924,12,15,82.0,176.0,16.0,6.0,6.833333333333332,2.8867513459481287,32.0,6.0,11.733333333333333,7.478222350519508,2.1511307060034324,0.2251183296980336,4612958.615384615,6675873.67036334,20855454.0,730.0,105136245.0,9557840.454545457,7730039.638434326,21000145.0,2152815.0,119936924.0,8566923.142857142,7613113.083636174,20855454.0,209326.0,0,1,0,0,240,300,0.10005259097690382,0.12506573872112978,6.0,32.0,9.428571428571429,6.226755718067538,38.77248677248677,0,0,0,1,1,0,0,0,1.0,9.777777777777779,6.833333333333332,11.733333333333333,0,0,0,0,0,0,12,82,15,176,-1,253,12,0,1419137.7777777778,1514862.840509148,3223720.0,1244.0,11907187.111111112,6766502.200481418,20855454.0,5001688.0,NORMAL
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 10:28:09 PM,106023568,12,15,82.0,166.0,16.0,6.0,6.833333333333332,2.8867513459481287,32.0,6.0,11.066666666666665,7.51633142531901,2.339102566327517,0.2546603600437216,4077829.538461538,6217229.384594043,20878448.0,420.0,100016693.0,9092426.636363637,8142004.885384598,20998440.0,124644.0,106023568.0,7573112.0,7371373.4672606625,20878448.0,207322.0,0,1,0,0,240,300,0.11318238224165406,0.14147797780206756,6.0,32.0,9.071428571428571,6.121780008803853,37.47619047619049,0,0,0,1,1,0,0,0,1.0,9.407407407407408,6.833333333333332,11.066666666666665,0,0,0,0,0,0,12,82,15,166,-1,253,12,0,2230016.1428571427,2771699.8305077115,7199147.0,1366.0,11301188.250000002,6964202.967561445,20878448.0,6002926.0,NORMAL
192.168.1.13-192.168.1.20-2404-49729-6,192.168.1.20,49729,192.168.1.13,2404,6,28/04/2020 10:28:18 PM,119984422,12,15,82.0,176.0,16.0,6.0,6.833333333333332,2.8867513459481287,32.0,6.0,11.733333333333334,7.478222350519508,2.150279142070626,0.22502921254227487,4614785.461538461,6462405.140473414,20024011.0,447.0,115999605.0,10545418.636363637,6870708.531407432,21000039.0,2971846.0,119984422.0,8570315.857142858,7187021.262988025,20024011.0,200768.0,0,1,0,0,240,300,0.10001298335212216,0.1250162291901527,6.0,32.0,9.428571428571429,6.226755718067538,38.77248677248677,0,0,0,1,1,0,0,0,1.0,9.777777777777779,6.833333333333332,11.733333333333333,0,0,0,0,0,0,12,82,15,176,-1,253,12,0,2186725.875,3871090.556706189,11002108.0,447.0,12313232.499999998,6759885.393641228,20024011.0,5998406.0,NORMAL
192.168.1.20-192.168.1.25-49725-2404-6,192.168.1.20,49725,192.168.1.25,2404,6,28/04/2020 10:28:17 PM,108125413,14,17,94.0,198.0,16.0,6.0,6.7142857142857135,2.672612419124244,32.0,6.0,11.647058823529413,7.219255298077741,2.7005677194500057,0.28670410720188416,3604180.433333333,5465458.783158159,20698024.0,334.0,108124442.0,8317264.769230769,6547023.808835726,20914348.0,84928.0,108125413.0,6757838.3125,6723555.403791664,20698024.0,89957.0,0,1,0,0,280,340,0.12947927422020575,0.1572248329816784,6.0,32.0,9.312500000000002,6.0238102827513265,36.28629032258064,0,0,0,1,1,0,0,0,1.0,9.612903225806454,6.7142857142857135,11.647058823529413,0,0,0,0,0,0,14,94,17,198,-1,253,14,0,1885724.7777777775,2237328.015105171,7000997.0,354.0,10128162.444444444,6003102.355860283,20698024.0,5225092.0,NORMAL
192.168.1.20-192.168.1.24-49724-2404-6,192.168.1.20,49724,192.168.1.24,2404,6,28/04/2020 10:29:25 PM,110931533,9,12,54.0,112.0,6.0,6.0,6.0,0.0,16.0,6.0,9.333333333333334,4.923659639173309,1.496418516094968,0.18930595685538756,5546576.65,7271800.758289519,20933391.0,307.0,89998188.0,11249773.500000002,6425514.4326526215,20934955.0,5998193.0,110931150.0,10084650.0,7858177.688164948,20933391.0,307.0,0,1,0,0,180,240,0.08113112436659466,0.10817483248879288,6.0,16.0,7.818181818181821,3.9477101697586137,15.584415584415586,0,0,0,1,1,0,0,0,1.0,8.19047619047619,6.0,9.333333333333334,0,0,0,0,0,0,9,54,12,112,-1,253,9,0,1480604.25,2255129.62069765,5998193.0,307.0,12385789.5,7149845.933774257,20933391.0,5998887.0,NORMAL
192.168.1.20-192.168.1.21-49723-2404-6,192.168.1.20,49723,192.168.1.21,2404,6,28/04/2020 10:29:44 PM,114893008,11,12,66.0,122.0,6.0,6.0,6.0,0.0,16.0,6.0,10.166666666666668,5.149286505444373,1.6363049699247147,0.2001862463205768,5222409.454545454,6957529.301438015,20983075.0,435.0,114892535.0,11489253.5,6869328.88252593,20983665.0,3907779.0,111032251.0,10093841.0,7691631.67250445,20983510.0,47612.0,0,1,0,0,220,240,0.09574124824027586,0.10444499808030094,6.0,16.0,8.083333333333336,4.1485111699905355,17.21014492753623,0,0,0,1,1,0,0,0,1.0,8.434782608695652,6.0,10.166666666666666,0,0,0,0,0,0,11,66,12,122,-1,253,11,0,1339416.375,1979632.019499724,4999529.0,435.0,12533663.5,6709002.260523693,20983075.0,5998053.0,NORMAL
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 10:29:52 PM,112969852,10,13,60.0,118.0,6.0,6.0,6.0,0.0,16.0,6.0,9.076923076923077,4.803844614152613,1.5756416145433207,0.20359414120503586,5134993.2727272725,7811298.458363863,20966490.0,267.0,91840038.0,10204448.666666668,8227859.3224840835,21002194.0,2026825.0,112969487.0,9414123.916666666,9014824.40936514,20966490.0,356.0,0,1,0,0,200,260,0.08851919182827643,0.11507494937675937,6.0,16.0,7.666666666666668,3.806934938134405,14.4927536231884,0,0,0,1,1,0,0,0,1.0,8.0,6.0,9.076923076923077,0,0,0,0,0,0,10,60,13,118,-1,253,10,0,1593054.4285714286,2088076.615404861,5003564.0,267.0,14545443.714285715,7695152.052826783,20966490.0,6000562.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 10:29:59 PM,106031171,9,11,54.0,106.0,6.0,6.0,6.0,0.0,16.0,6.0,9.636363636363637,5.04524979109513,1.5089902194893237,0.18862377743616546,5580587.947368422,7311249.3263185015,20852087.0,484.0,100021216.0,12502652.0,7649901.874954981,21000639.0,2135477.0,106031171.0,10603117.1,7650718.497464962,20852087.0,210713.0,0,1,0,0,180,220,0.08488069984627446,0.103743077589891,6.0,16.0,7.904761904761903,4.0237390808147815,16.19047619047619,0,0,0,1,1,0,0,0,1.0,8.3,6.0,9.636363636363637,0,0,0,0,0,0,9,54,11,106,-1,253,9,0,1288779.0,1616427.0950364573,3201825.0,484.0,12125749.875,7130232.49907161,20852087.0,6006236.0,NORMAL
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 10:30:16 PM,119360523,11,13,66.0,128.0,6.0,6.0,6.0,0.0,16.0,6.0,9.846153846153848,5.063696835418333,1.625327998939817,0.2010715050234825,5189587.95652174,7480398.415506334,20873836.0,369.0,110001965.0,11000196.5,8710014.899669731,21001630.0,2122877.0,119360523.0,9946710.25,8257374.452866129,20873836.0,209417.0,0,1,0,0,220,260,0.09215777313576283,0.10891373188771968,6.0,16.0,8.000000000000002,4.0824829046386295,16.66666666666666,0,0,0,1,1,0,0,0,1.0,8.333333333333334,6.0,9.846153846153848,0,0,0,0,0,0,11,66,13,128,-1,253,11,0,1317708.375,1831479.6737558516,3770662.0,441.0,13602357.0,7064135.5973292515,20873836.0,5992415.0,NORMAL
192.168.1.20-192.168.1.25-49725-2404-6,192.168.1.20,49725,192.168.1.25,2404,6,28/04/2020 10:30:26 PM,119827549,10,12,60.0,122.0,6.0,6.0,6.0,0.0,16.0,6.0,10.166666666666668,5.149286505444373,1.5188493924715092,0.18359717930974287,5706073.761904761,7687069.956970522,20864612.0,441.0,99998543.0,11110949.222222222,8313150.31189888,20999331.0,1119042.0,119827549.0,10893413.545454543,8007111.463523138,20864612.0,217818.0,0,1,0,0,200,240,0.0834532633226104,0.10014391598713247,6.0,16.0,8.173913043478262,4.217411678366498,17.786561264822133,0,0,0,1,1,0,0,0,1.0,8.545454545454545,6.0,10.166666666666666,0,0,0,0,0,0,10,60,12,122,-1,253,10,0,1183252.5000000002,1637034.8743052832,3293851.0,441.0,13795191.125,6790006.082577612,20864612.0,6009435.0,NORMAL
192.168.1.13-192.168.1.20-2404-49729-6,192.168.1.20,49729,192.168.1.13,2404,6,28/04/2020 10:30:22 PM,106002848,10,12,60.0,112.0,6.0,6.0,6.0,0.0,16.0,6.0,9.333333333333334,4.923659639173309,1.62259791359568,0.20754159359944746,5047754.666666667,6853057.844738175,20024741.0,453.0,99996832.0,11110759.111111112,7337021.912250355,20997807.0,2973751.0,106002848.0,9636622.545454543,7582881.006523185,20024741.0,207591.0,0,1,0,0,200,240,0.09433708799974884,0.1132045055996986,6.0,16.0,7.7391304347826075,3.8755338788158977,15.019762845849801,0,0,0,1,1,0,0,0,1.0,8.090909090909092,6.0,9.333333333333334,0,0,0,0,0,0,10,60,12,112,-1,253,10,0,1702686.5714285714,2198665.105063817,4973612.0,526.0,11759983.250000002,6904682.015228936,20024741.0,5998425.0,NORMAL
192.168.1.20-192.168.1.21-49723-2404-6,192.168.1.20,49723,192.168.1.21,2404,6,28/04/2020 10:31:45 PM,99998523,10,13,60.0,144.0,6.0,6.0,6.0,0.0,32.0,6.0,11.076923076923077,7.857708937316892,2.040030131245038,0.2300033971501759,4545387.409090908,5976756.006316005,20091960.0,279.0,97003356.0,10778150.666666666,6056816.331921128,20096467.0,4903972.0,99998523.0,8333210.25,6890452.609331515,20091960.0,1031.0,0,1,0,0,200,260,0.1000014770218156,0.1300019201283603,6.0,32.0,8.750000000000004,6.236289309182672,38.89130434782607,0,0,0,1,1,0,0,0,1.0,9.130434782608695,6.0,11.076923076923077,0,0,0,0,0,0,10,60,13,144,-1,252,10,0,1828235.25,2032198.376949578,4908200.0,279.0,10671506.374999998,6001644.124265497,20091960.0,6001320.0,NORMAL
192.168.1.20-192.168.1.24-49724-2404-6,192.168.1.20,49724,192.168.1.24,2404,6,28/04/2020 10:31:36 PM,109632092,13,15,78.0,160.0,6.0,6.0,6.0,0.0,16.0,6.0,10.666666666666666,5.1639777949432215,2.1708971858349653,0.25539966892176064,4060447.8518518517,5689894.159674789,20932662.0,294.0,108065445.0,9005453.750000002,6364139.54125702,20934244.0,2064843.0,109632092.0,7830863.714285715,6817305.668039237,20932662.0,202779.0,0,1,0,0,260,300,0.11857841771367456,0.13682125120808605,6.0,16.0,8.75862068965517,4.548588261473419,20.68965517241379,0,0,0,1,1,0,0,0,1.0,9.071428571428571,6.0,10.666666666666666,0,0,0,0,0,0,13,78,15,160,-1,252,13,0,1995846.0,1911913.714041117,4069204.0,294.0,10185455.888888888,6191810.927677408,20932662.0,6000540.0,NORMAL
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 10:31:53 PM,109092714,10,11,60.0,116.0,6.0,6.0,6.0,0.0,16.0,6.0,10.545454545454543,5.222329678670935,1.613306641174955,0.1924968151401935,5454635.699999998,7541791.342400133,20972789.0,296.0,106017049.0,11779672.111111112,8643894.218363293,20998565.0,1031081.0,109092714.0,10909271.4,8029710.613786888,20972789.0,211277.0,0,1,0,0,200,220,0.0916651500667588,0.10083166507343468,6.0,16.0,8.727272727272727,4.558423058385519,20.779220779220783,0,0,0,1,1,0,0,0,1.0,9.142857142857142,6.0,10.545454545454543,0,0,0,0,0,0,10,60,11,116,-1,252,10,0,1860165.0,2640423.5076010693,6863837.0,341.0,13724466.142857142,7330872.017224587,20972789.0,5998532.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 10:32:06 PM,119937596,11,13,66.0,128.0,6.0,6.0,6.0,0.0,16.0,6.0,9.846153846153848,5.063696835418333,1.6175078246524135,0.20010406078174187,5214678.0869565215,7475638.845984522,20857432.0,425.0,115000878.0,11500087.8,8325171.630018458,21000647.0,2080430.0,119937596.0,9994799.666666666,8226198.183259487,20857432.0,214789.0,0,1,0,0,220,260,0.09171436119163168,0.10838969959011018,6.0,16.0,8.000000000000002,4.0824829046386295,16.66666666666666,0,0,0,1,1,0,0,0,1.0,8.333333333333334,6.0,9.846153846153848,0,0,0,0,0,0,11,66,13,128,-1,252,11,0,1151365.8749999998,1588643.8017377711,3201700.0,425.0,13223708.625,7685414.210823158,20857432.0,5143827.0,NORMAL
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 10:32:19 PM,106005153,9,11,54.0,106.0,6.0,6.0,6.0,0.0,16.0,6.0,9.636363636363637,5.04524979109513,1.5093605874046518,0.18867007342558148,5579218.57894737,6986585.153493129,20873124.0,429.0,100001887.0,12500235.875,7903868.732091797,21001852.0,2121233.0,106005153.0,10600515.3,7048663.357651153,20873124.0,221275.0,0,1,0,0,180,220,0.08490153304151167,0.1037685403840698,6.0,16.0,7.904761904761903,4.023739080814783,16.190476190476193,0,0,0,1,1,0,0,0,1.0,8.3,6.0,9.636363636363637,0,0,0,0,0,0,9,54,11,106,-1,252,9,0,1413291.2857142857,1820352.3202365446,3763980.0,429.0,12013459.5,6431138.034014131,20873124.0,5998828.0,NORMAL
